2.043039102573039542e-24 1.643429870210480402e-25 3.637673788902461819e-29 3.469069587494432499e-29 3.378396262338408305e-29 3.212889547388397162e-29 2.857067803864737413e-29 1.564639327705187283e-29 9.686951552609726353e-28 4.683642976932133039e-28
1.505011746185535831e-24 1.289014113997028447e-25 2.253587388938320115e-29 2.174148688675327877e-29 2.131816736621350872e-29 2.035289705230376454e-29 1.813415344878425713e-29 9.939401452962386947e-30 7.578827522542777350e-28 3.701469821587543366e-28
1.082357868440780098e-24 9.717952898321652458e-26 1.419765670999110360e-29 1.378768589457799236e-29 1.356479489491211523e-29 1.297115773279897308e-29 1.156511685983680783e-29 6.342244281091318788e-30 5.877730268571687050e-28 2.896285788051590550e-28
7.625711193526607843e-25 7.078140736017865241e-26 9.029241295052259149e-30 8.798413182537096214e-30 8.668586242918948008e-30 8.293505006534197424e-30 7.397656773147396412e-30 4.058326959685724951e-30 4.519241943495718230e-28 2.244199743400169658e-28
5.286925619426595466e-25 5.015683193689356103e-26 5.773750818755267995e-30 5.633318135349509747e-30 5.552228826892500729e-30 5.313265996041767899e-30 4.740745276829851078e-30 2.601413286822742387e-30 3.446070642782933839e-28 1.722766865733310955e-28
3.627530705918399623e-25 3.488277871254579653e-26 3.700811614082368033e-30 3.611261826863931639e-30 3.559786584637542007e-30 3.407146818799403627e-30 3.040658247694740546e-30 1.668798828946809029e-30 2.606323781089579547e-28 1.310461203419434224e-28
2.484530123299990576e-25 2.406017793942016237e-26 2.359038741015345983e-30 2.302071665192884937e-30 2.269408137894122025e-30 2.172286944648822432e-30 1.938837669941804249e-30 1.064244707615430450e-30 1.953455943590388987e-28 9.871443368415979904e-29
1.795534926110510985e-25 1.746083437730784933e-26 1.543297593847748583e-30 1.506103302635650534e-30 1.484818971073501393e-30 1.421367988788303273e-30 1.268752079786843637e-30 6.964798137244001713e-31 1.467929247089780492e-28 7.446334471482484207e-29
1.132341951393354268e-25 1.099890577244649069e-26 1.039291179741652805e-30 1.014272334086853387e-30 9.999830368096854448e-31 9.573007784205650033e-31 8.545664570404117813e-31 4.691387880980177910e-31 1.105062300894085951e-28 5.621068262188773971e-29
7.017366847150303033e-26 6.756702420418237063e-27 7.025334392451163808e-31 6.856450102789885998e-31 6.760120227495070161e-31 6.471843599740527247e-31 5.777588510334292278e-31 3.171876829753882226e-31 8.215668508107230793e-29 4.187988193145461925e-29
4.311438789964780279e-26 4.072743424464099923e-27 4.765619793876425212e-31 4.651127906036264620e-31 4.585758988125529146e-31 4.390319858316551627e-31 3.919506487424810750e-31 2.151865954809370847e-31 5.980276114664839959e-29 3.053010667771533627e-29
2.631896551036329382e-26 2.399203694126842649e-27 3.245275292733470989e-31 3.167381148525414628e-31 3.122950400409334963e-31 2.989903490710125431e-31 2.669286170484156178e-31 1.465513141043815543e-31 4.172563262353237658e-29 2.131248643026062193e-29
1.574979404788804488e-26 1.376565593314559086e-27 1.955370497731048355e-31 1.908515118046952949e-31 1.881839027850380529e-31 1.801750289044927489e-31 1.608657757981130290e-31 8.832354809970293053e-32 2.443346418551021523e-29 1.247362724893882371e-29
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
